time_s,hip_cmd_rad,hip_actual_rad,hip_error_rad,hip_actual_deg,hip_error_deg,hip_velocity_rad_s,hip_effort,knee_cmd_rad,knee_actual_rad,knee_error_rad,knee_actual_deg,knee_error_deg,knee_velocity_rad_s,knee_effort
0.0003018379211425781,0.0,1.2106609696566016e-11,-1.2106609696566016e-11,6.93657639825391e-10,-6.93657639825391e-10,3.6761229910836635e-19,-0.3893294999776396,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999791
0.003144502639770508,0.0,1.2106609695930742e-11,-1.2106609695930742e-11,6.936576397889924e-10,-6.936576397889924e-10,-5.72594272343907e-19,-0.38932949997763966,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999792
0.003271818161010742,0.0,1.2106609696210262e-11,-1.2106609696210262e-11,6.936576398050078e-10,-6.936576398050078e-10,2.0667603913004928e-19,-0.3893294999776396,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999791
0.003387451171875,0.0,1.2106609695685103e-11,-1.2106609695685103e-11,6.936576397749184e-10,-6.936576397749184e-10,-7.335305323222241e-19,-0.38932949997763966,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999792
0.003515005111694336,0.0,1.2106609696074736e-11,-1.2106609696074736e-11,6.936576397972426e-10,-6.936576397972426e-10,4.573977915173222e-20,-0.3893294999776396,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999791
0.003712177276611328,0.0,1.2106609697379169e-11,-1.2106609697379169e-11,6.936576398719812e-10,-6.936576398719812e-10,8.250100906256885e-19,-0.3893294999776396,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999791
0.0038847923278808594,0.0,1.2106609697878918e-11,-1.2106609697878918e-11,6.936576399006147e-10,-6.936576399006147e-10,-1.1519648082658485e-19,-0.38932949997763966,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999792
0.0039844512939453125,0.0,1.2106609699293462e-11,-1.2106609699293462e-11,6.93657639981662e-10,-6.93657639981662e-10,6.640738306473715e-19,-0.3893294999776396,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999791
0.004074573516845703,0.0,1.210660969818385e-11,-1.210660969818385e-11,6.936576399180861e-10,-6.936576399180861e-10,-2.761327408049019e-19,-0.38932949997763966,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999792
0.004172563552856445,0.0,1.2106609697989034e-11,-1.2106609697989034e-11,6.936576399069239e-10,-6.936576399069239e-10,5.031375706690544e-19,-0.3893294999776396,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999791
0.01607370376586914,0.0,1.2106609696989534e-11,-1.2106609696989534e-11,6.936576398496567e-10,-6.936576398496567e-10,-4.37069000783219e-19,-0.38932949997763966,1.5708,8.146862481850404e-11,1.5707999999185314,4.667808364835034e-09,90.0002104544819,0.0,-0.3900399999999792
0.029113292694091797,0.0,1.2210357898623872e-11,-1.2210357898623872e-11,6.996019739353766e-10,-6.996019739353766e-10,1.1746886991771677e-11,-0.3892833506196492,1.5708,0.0007854000821670711,1.570014599917833,0.04500010993740124,89.95521034921231,0.0785400000790815,-0.39003990246789094
0.04346418380737305,0.0,1.2299001134614661e-11,-1.2299001134614661e-11,7.046808572400309e-10,-7.046808572400309e-10,1.0100242250367635e-11,-0.38916236931627546,1.5708,0.0022776600827645065,1.5685223399172354,0.130500309907824,89.86971014924188,0.14922600006807119,-0.3900391162431922
0.05640435218811035,0.0,1.2373887364732298e-11,-1.2373887364732298e-11,7.089715221694171e-10,-7.089715221694171e-10,8.602984508587416e-12,-0.38898786327722046,1.5708,0.004406094083270319,1.5663939059167296,0.2524505951089528,89.74775986404076,0.21284340005809232,-0.39003657036527084
0.06853175163269043,0.0,1.2436252694470331e-11,-1.2436252694470331e-11,7.12544792351348e-10,-7.12544792351348e-10,7.242165390606778e-12,-0.3887757514541972,1.5708,0.007107084683693033,1.5636929153163068,0.4072059570176805,89.59300450213202,0.2700990600490489,-0.390030883076407
0.07802867889404297,0.0,1.2487228825230458e-11,-1.2487228825230458e-11,7.154655094998103e-10,-7.154655094998103e-10,6.00582609902936e-12,-0.3885377420384748,1.5708,0.010323376224040389,1.5604766237759595,0.5914858879632144,89.4087245711865,0.32162915404085357,-0.39002049007275114
0.0959019660949707,0.0,1.2527850407771301e-11,-1.2527850407771301e-11,7.17792954736543e-10,-7.17792954736543e-10,4.882949350849125e-12,-0.38828226873491023,1.5708,0.014003438610319403,1.5567965613896806,0.8023379310418445,89.19787252810787,0.3680062386334269,-0.39000373972698854
0.10926294326782227,0.0,1.255906220903549e-11,-1.255906220903549e-11,7.195812592199821e-10,-7.195812592199821e-10,3.863409050140765e-12,-0.3880152334955839,1.5708,0.018100894757936466,1.5526991052420636,1.0371048750402354,88.96310558410948,0.4097456147666974,-0.3899789626094375
0.12051820755004883,0.0,1.2581725994651503e-11,-1.2581725994651503e-11,7.208797984835689e-10,-7.208797984835689e-10,2.9379196016081355e-12,-0.3877405942473408,1.5708,0.022574005290757346,1.5482259947092427,1.2933952298663867,88.70681522928334,0.44731105328659926,-0.389944521116616
0.1301734447479248,0.0,1.2596627058541241e-11,-1.2596627058541241e-11,7.217335665547057e-10,-7.217335665547057e-10,2.0979763065698265e-12,-0.3874608286779734,1.5708,0.027385204770261296,1.5434147952297388,1.5690566544375015,88.43115380471221,0.4811199479544733,-0.3898988438015622
0.14516830444335938,0.0,1.260448044163265e-11,-1.260448044163265e-11,7.221835322607428e-10,-7.221835322607428e-10,1.3357889013659863e-12,-0.3871772990759539,1.5708,0.032500684301779666,1.5382993156982203,1.8621520417790636,88.13805841737064,0.5115479531555263,-0.3898404480294853
0.1676633358001709,0.0,1.2605936759446387e-11,-1.2605936759446387e-11,7.222669731250997e-10,-7.222669731250997e-10,6.442627464506301e-13,-0.3868905383035475,1.5708,0.037890015880110706,1.5329099841198892,2.1709379956140107,87.8292724635357,0.5389331578364429,-0.3897679538078285
0.16770434379577637,0.0,1.2605936759446387e-11,-1.2605936759446387e-11,7.222669731250997e-10,-7.222669731250997e-10,6.442627464506301e-13,-0.3868905383035475,1.5708,0.037890015880110706,1.5329099841198892,2.1709379956140107,87.8292724635357,0.5389331578364429,-0.3897679538078285
0.18618011474609375,0.0,1.2601587653843824e-11,-1.2601587653843824e-11,7.22017787729416e-10,-7.22017787729416e-10,1.690596447556647e-14,-0.3866004730135044,1.5708,0.04352581430057288,1.5272741856994272,2.4938454592929893,87.50636499985673,0.56357984204924,-0.38968009102285206
0.19574880599975586,0.0,1.2591970829037714e-11,-1.2591970829037714e-11,7.214667842557092e-10,-7.214667842557092e-10,-5.521856843299089e-13,-0.3863065970198272,1.5708,0.049383432878952825,1.5214165671210471,2.829462281831581,87.17074817731813,0.5857618578407318,-0.38957570182423223
0.2106482982635498,0.0,1.2577574734803476e-11,-1.2577574734803476e-11,7.206419488146148e-10,-7.206419488146148e-10,-1.0683977574171832e-12,-0.3860081051578338,1.5708,0.05544068959945853,1.5153593104005414,3.176517527343812,86.8236929318059,0.6057256720530515,-0.38945373950974316
0.22427129745483398,0.0,1.2558842895806886e-11,-1.2558842895806886e-11,7.195686934975917e-10,-7.195686934975917e-10,-1.536629547563284e-12,-0.3857039958984336,1.5708,0.06167762064787723,1.5091223793521227,3.5338673535323073,86.4663431056174,0.6236931048441176,-0.3893132649536969
0.2336406707763672,0.0,1.253617792564579e-11,-1.253617792564579e-11,7.182700863645709e-10,-7.182700863645709e-10,-1.961321946866712e-12,-0.3853931493186768,1.5708,0.06807625859141742,1.5027237414085826,3.9004823023294284,86.09972815682028,0.6398637943560581,-0.3891534413790789
0.2439894676208496,0.0,1.250994513366546e-11,-1.250994513366546e-11,7.167670580992534e-10,-7.167670580992534e-10,-2.346544833442543e-12,-0.38507438569613234,1.5708,0.07462043274056677,1.4961795672594331,4.275435861474303,85.7247745976754,0.6544174149167865,-0.38897352808136515
0.2594599723815918,0.0,1.2480475935099695e-11,-1.2480475935099695e-11,7.150785973958021e-10,-7.150785973958021e-10,-2.6959697495276824e-12,-0.38474650892428314,1.5708,0.08129558947476423,1.4895044105252357,4.657894169932147,85.34231628921756,0.6675156734214256,-0.3887728735611709
0.2713966369628906,0.0,1.2448070918495603e-11,-1.2448070918495603e-11,7.132219267093362e-10,-7.132219267093362e-10,-3.012932134685564e-12,-0.3844083380882939,1.5708,0.08808863053550484,1.482711369464495,5.047106752771656,84.95310370637806,0.6793041060755863,-0.38855090840491135
0.2828068733215332,0.0,1.2413002628210058e-11,-1.2413002628210058e-11,7.112126616812349e-10,-7.112126616812349e-10,-3.3004762117760933e-12,-0.38405872985338846,1.5708,0.09498776749013411,1.475812232509866,5.442398182554653,84.55781227659506,0.6899136954643168,-0.3883071381607641
0.2945120334625244,0.0,1.2375518180372705e-11,-1.2375518180372705e-11,7.090649610227763e-10,-7.090649610227763e-10,-3.5613465301786995e-12,-0.3836965937681007,1.5708,0.10198239074926307,1.468817609250737,5.843160574586784,84.15704988456294,0.6994623259141612,-0.38804113638598936
0.31337547302246094,0.0,1.233584157375446e-11,-1.233584157375446e-11,7.0679165891815e-10,-7.0679165891815e-10,-3.7980389232944445e-12,-0.38332090214488423,1.5708,0.10906295168244166,1.4617370483175582,6.248846832643128,83.75136362650657,0.7080560933190101,-0.3877525379868596
0.32244205474853516,0.0,1.2294175796806028e-11,-1.2294175796806028e-11,7.044043857488714e-10,-7.044043857488714e-10,-4.012829998845113e-12,-0.3829306958291409,1.5708,0.11622085652226481,1.454579143477735,6.6589645701212605,83.34124588902844,0.7157904839833629,-0.38744103293054033
0.3345494270324707,0.0,1.2250704843840247e-11,-1.2250704843840247e-11,7.019136836125204e-10,-7.019136836125204e-10,-4.207763477925841e-12,-0.382525086887307,1.5708,0.12344837087806798,1.447351629121932,7.0730706390789955,82.9271398200707,0.7227514355812702,-0.38710636037657586
0.352353572845459,0.0,1.220559540508645e-11,-1.220559540508645e-11,6.993291031557239e-10,-6.993291031557239e-10,-4.384709175603296e-12,-0.38210325902107406,1.5708,0.13073853379825304,1.440061466201747,7.4907662063683675,82.50944425278135,0.729016292019377,-0.3867483032518979
0.36601734161376953,0.0,1.2158998555443748e-11,-1.2158998555443748e-11,6.966593003325915e-10,-6.966593003325915e-10,-4.5453558451813425e-12,-0.3816644663369511,1.5708,0.13808508042638173,1.4327149195736182,7.911692322156208,82.0885181369935,0.7346546628136644,-0.38636668327584295
0.3792574405670166,0.0,1.2111051140741956e-11,-1.2111051140741956e-11,6.939121158316153e-10,-6.939121158316153e-10,-4.691233079084922e-12,-0.3812080309589929,1.5708,0.1454823723916596,1.4253176276083404,8.335525931592663,81.66468452755704,0.7397291965285147,-0.38596135642900825
0.3941619396209717,0.0,1.2061877132126919e-11,-1.2061877132126919e-11,6.910946526762337e-10,-6.910946526762337e-10,-4.823732559222638e-12,-0.38073333986051594,1.5708,0.15292533516037168,1.4178746648396283,8.76197628531287,81.23823417383684,0.7442962768718725,-0.3855322088509724
0.4028656482696533,0.0,1.2011588841668002e-11,-1.2011588841668002e-11,6.882133458740097e-10,-6.882133458740097e-10,-4.944107189625013e-12,-0.38023984120193943,1.5708,0.16040940165217443,1.4103905983478255,9.19078170888845,80.80942875026126,0.748406649180886,-0.3850791531458918
0.42375874519348145,0.0,1.2011588841668002e-11,-1.2011588841668002e-11,6.882133458740097e-10,-6.882133458740097e-10,-4.944107189625013e-12,-0.38023984120193943,1.5708,0.16040940165217443,1.4103905983478255,9.19078170888845,80.80942875026126,0.748406649180886,-0.3850791531458918
0.4291965961456299,0.0,1.1960287993549841e-11,-1.1960287993549841e-11,6.852740237913974e-10,-6.852740237913974e-10,-5.05350362250967e-12,-0.37972704039208016,1.5708,0.16793046149475876,1.4028695385052412,9.62170669533386,80.37850376381586,0.7521059842589918,-0.3846021250712675
0.44043827056884766,0.0,1.190806672760986e-11,-1.190806672760986e-11,6.822819656522063e-10,-6.822819656522063e-10,-5.152952283621337e-12,-0.3791944960352038,1.5708,0.1754848153530464,1.3953151846469536,10.054539288362111,79.9456711707876,0.7554353858292804,-0.3841010805830004
0.45062732696533203,0.0,1.1855008503996569e-11,-1.1855008503996569e-11,6.792419533707033e-10,-6.792419533707033e-10,-5.243383852104877e-12,-0.37864181588322116,1.5708,0.183069133825467,1.387730866174533,10.489088727314918,79.51112173183479,0.7584318472425338,-0.383575993209029
0.4669840335845947,0.0,1.1801188901576057e-11,-1.1801188901576057e-11,6.761583172969359e-10,-6.761583172969359e-10,-5.325657016080898e-12,-0.378068652878854,1.5708,0.19068042045060724,1.3801195795493928,10.925183327599825,79.07502713154989,0.7611286625144558,-0.38302685172382467
0.47629547119140625,0.0,1.1746676373404048e-11,-1.1746676373404048e-11,6.730349795020918e-10,-6.730349795020918e-10,-5.400538523325782e-12,-0.37747470134965466,1.5708,0.19831597841319504,1.3724840215868048,11.362668573083617,78.63754188606609,0.7635557962591795,-0.38245365809668996
0.48641109466552734,0.0,1.1691532900282973e-11,-1.1691532900282973e-11,6.698754912245611e-10,-6.698754912245611e-10,-5.468720528506443e-12,-0.3768596933928168,1.5708,0.2059733805794856,1.3648266194205143,11.8014053992464,78.19880505990331,0.7657402166294247,-0.3818564256879301
0.4993898868560791,0.0,1.1635814624369724e-11,-1.1635814624369724e-11,6.666830691729865e-10,-6.666830691729865e-10,-5.530835338329876e-12,-0.37622339547541517,1.5708,0.21365044252910861,1.3571495574708914,12.241268648020274,77.75894181112945,0.7677061949626399,-0.38123517766832365
0.5098450183868408,0.0,1.157957232275517e-11,-1.157957232275517e-11,6.634606226603708e-10,-6.634606226603708e-10,-5.587468855650091e-12,-0.375565605263283,1.5708,0.22134519828373073,1.3494548017162693,12.682145677144124,77.31806478200559,0.7694755754625289,-0.38058994563895165
0.5281109809875488,0.0,1.1522852071863241e-11,-1.1522852071863241e-11,6.602107916713401e-10,-6.602107916713401e-10,-5.639115042976872e-12,-0.3748861486830994,1.5708,0.22905587846285208,1.341744121537148,13.123935108582955,76.87627535056676,0.771068017912424,-0.37992076843006256
0.541327953338623,0.0,1.1465695459087188e-11,-1.1465695459087188e-11,6.569359589880087e-10,-6.569359589880087e-10,-5.686269163862612e-12,-0.3741848772160105,1.5708,0.2367808906240226,1.3340191093759775,13.56654570210526,76.43366475704445,0.7725012161173233,-0.3792276910593636
